source_path,relative_input_path,filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-247.jpg,test2024-247.jpg,test2024-247.jpg,3,Street Documentary,review,Street Documentary,0.7644,Events & Music,0.1919,There is a man that is standing in front of a group of people.,yes,normal,person; car; person; car; chair; chair; person; person; chair,there is a man that is standing in front of a group of people,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-248.jpg,test2024-248.jpg,test2024-248.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9586,Events & Music,0.0210,There is a person pouring something into a glass on a table.,yes,normal,person; person; person,there is a person pouring something into a glass on a table,,"{""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-249.jpg,test2024-249.jpg,test2024-249.jpg,2,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom sharing a kiss in front of a stone wall.,yes,normal,person,bride and groom sharing a kiss in front of a stone wall,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-250.jpg,test2024-250.jpg,test2024-250.jpg,3,Wedding Photography,auto,Wedding Photography,0.9709,Food & Product,0.0291,Bride and groom kissing at a wedding reception in a cave.,yes,normal,wine glass; person; person; bowl,bride and groom kissing at a wedding reception in a cave,,"{""product_boost"": 0.12, ""wedding_boost"": 0.57, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-251.jpg,test2024-251.jpg,test2024-251.jpg,1,Events & Music,review,Events & Music,0.7690,Street Documentary,0.0866,"There is a sign that says, ' bianpennies are a missod load '.",yes,under,,"there is a sign that says, ' bianpennies are a missod load '",,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-252.jpg,test2024-252.jpg,test2024-252.jpg,3,Food & Product,auto,Food & Product,0.9633,Events & Music,0.0358,There is a woman pouring a glass of wine into a wine glass.,yes,normal,wine glass; wine glass; cup; wine glass,there is a woman pouring a glass of wine into a wine glass,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-253.jpg,test2024-253.jpg,test2024-253.jpg,4,Events & Music,review,Events & Music,0.6059,Food & Product,0.3405,Several people standing around a table with wine glasses in their hands.,no,normal,person; person; person; person; wine glass; person,several people standing around a table with wine glasses in their hands,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-254.jpg,test2024-254.jpg,test2024-254.jpg,3,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom in matching black jackets standing next to each other.,yes,normal,person; person,bride and groom in matching black jackets standing next to each other,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-255.jpg,test2024-255.jpg,test2024-255.jpg,3,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom kissing in the woods with their hands wrapped in plastic.,yes,normal,person; person,bride and groom kissing in the woods with their hands wrapped in plastic,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-256.jpg,test2024-256.jpg,test2024-256.jpg,1,Branding & Portrait,review,Branding & Portrait,0.6137,Street Documentary,0.2615,There are two people standing next to each other in the dark.,yes,under,person; person,there are two people standing next to each other in the dark,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-257.jpg,test2024-257.jpg,test2024-257.jpg,3,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom sitting on a couch in front of a stone wall.,yes,normal,person; person,bride and groom sitting on a couch in front of a stone wall,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-258.jpg,test2024-258.jpg,test2024-258.jpg,3,Other Photography,review,Street Documentary,0.4231,Events & Music,0.3093,There are two people sitting on a couch with a glass of wine.,yes,normal,person; person,there are two people sitting on a couch with a glass of wine,,"{""title_fallback"": ""There are two people sitting on a couch with a glass of wine.""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-259.jpg,test2024-259.jpg,test2024-259.jpg,1,Events & Music,auto,Events & Music,0.9793,Branding & Portrait,0.0154,There is a man and a woman hugging in a room with confetti.,no,under,person,there is a man and a woman hugging in a room with confetti,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-260.jpg,test2024-260.jpg,test2024-260.jpg,1,Events & Music,auto,Events & Music,0.9295,Branding & Portrait,0.0343,There is a man and woman that are dancing together in the dark.,yes,under,person; person,there is a man and woman that are dancing together in the dark,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-261.jpg,test2024-261.jpg,test2024-261.jpg,1,Events & Music,auto,Events & Music,0.8984,Branding & Portrait,0.0633,There are two people standing next to each other in front of a curtain.,yes,under,person; person,there are two people standing next to each other in front of a curtain,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-262.jpg,test2024-262.jpg,test2024-262.jpg,2,Events & Music,auto,Events & Music,0.8874,Branding & Portrait,0.0657,There is a man that is holding a bunch of balloons.,no,normal,,there is a man that is holding a bunch of balloons,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-263.jpg,test2024-263.jpg,test2024-263.jpg,1,Events & Music,auto,Events & Music,0.9905,Branding & Portrait,0.0064,There are many people in suits and ties are holding up a man.,yes,under,person; person,there are many people in suits and ties are holding up a man,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-264.jpg,test2024-264.jpg,test2024-264.jpg,4,Branding & Portrait,review,Branding & Portrait,0.4284,Street Documentary,0.2634,There is a man that is cutting a piece of paper with scissors.,no,normal,person; person,there is a man that is cutting a piece of paper with scissors,,"{""rule_top1_preferred"": ""Other Photography""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-265.jpg,test2024-265.jpg,test2024-265.jpg,2,Food & Product,auto,Food & Product,0.9495,Branding & Portrait,0.0218,There are many cans of marijuana are lined up on a shelf.,no,normal,,there are many cans of marijuana are lined up on a shelf,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-266.jpg,test2024-266.jpg,test2024-266.jpg,1,Food & Product,review,Food & Product,0.5047,Branding & Portrait,0.4951,There is a person reaching for a bottle of orange juice in a refrigerator.,yes,normal,,there is a person reaching for a bottle of orange juice in a refrigerator,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-267.jpg,test2024-267.jpg,test2024-267.jpg,4,Food & Product,auto,Food & Product,0.9999,Events & Music,0.0000,There are two oranges and two cans of drink in a refrigerator.,no,normal,orange; orange,there are two oranges and two cans of drink in a refrigerator,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-268.jpg,test2024-268.jpg,test2024-268.jpg,3,Nature & Landscape,auto,Nature & Landscape,0.9999,Travel & Architecture,0.0000,There are two birds that are flying in the sky over the beach.,yes,normal,bird; bird,there are two birds that are flying in the sky over the beach,,"{""nature_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-269.jpg,test2024-269.jpg,test2024-269.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9991,Branding & Portrait,0.0004,There is a large bird that is flying in the sky.,yes,normal,bird,there is a large bird that is flying in the sky,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-270.jpg,test2024-270.jpg,test2024-270.jpg,2,Food & Product,review,Food & Product,0.5000,Nature & Landscape,0.5000,There is a can of hammers on the beach with a blue sky in the background.,no,normal,,there is a can of hammers on the beach with a blue sky in the background,,"{""nature_boost"": 0.12, ""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-271.jpg,test2024-271.jpg,test2024-271.jpg,3,Food & Product,review,Food & Product,0.5001,Nature & Landscape,0.4998,There is a can of soda sitting on the sand by the water.,no,normal,bird,there is a can of soda sitting on the sand by the water,,"{""nature_boost"": 0.12, ""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-272.jpg,test2024-272.jpg,test2024-272.jpg,3,Food & Product,review,Food & Product,0.5007,Nature & Landscape,0.4992,There is a can of soda sitting on the sand by the water.,no,normal,sheep,there is a can of soda sitting on the sand by the water,,"{""nature_boost"": 0.12, ""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-273.jpg,test2024-273.jpg,test2024-273.jpg,1,Branding & Portrait,review,Branding & Portrait,0.4287,Street Documentary,0.2586,There is a red and white cup that is in the sand.,yes,normal,,there is a red and white cup that is in the sand,,"{""rule_top1_preferred"": ""Other Photography""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-274.jpg,test2024-274.jpg,test2024-274.jpg,3,Nature & Landscape,auto,Nature & Landscape,0.9984,Branding & Portrait,0.0008,There are two people walking on the beach holding hands.,yes,normal,person; person; person,there are two people walking on the beach holding hands,,"{""nature_boost"": 0.12}"
